name,albumID,trackNumber,releaseDate,spotifyURL
Sowing The Seeds Of Love,6276,3,1989-09-25,spotify:track:0OprBk6IHvo04oyirQjdkL
The Hucklebuck,6277,1,2015-11-13,spotify:track:3wU4yCN1LZ6dETM1SnRBXf
"Axel F - From ""Beverly Hills Cop"" Soundtrack",872,10,1984-01-01,spotify:track:5w4DKOH3EsOPUuoHXieLtB
A Mean Pair of Jeans,4645,8,2016-08-01,spotify:track:2QJTdq9kvrTfXGPobpdi7V
Before I Go,6278,1,2018-11-02,spotify:track:5vlTxb7BP5DWzpw8RgnzxR
Run Alone,6279,9,2011-09-30,spotify:track:31Y75sGePu69Qzkez9W6WP
Moral of the Story,6280,1,2020-02-12,spotify:track:2FT9WmWskvuRt735aMy0mL
This Heart Attack,6162,1,2007-11-17,spotify:track:2HwlvOkwACOGFySnp16b9l
Mama,6281,9,1959-01-01,spotify:track:5Qo6MOsOF17eBe5kRuYRMi
The One Thing,6282,1,1982,spotify:track:4my5HnwvEs0HL7sFx48iTF
Words - Original Version 1983,6283,1,1983-01-01,spotify:track:1HPJOoIVdUPuaebxzMrVaD
Give Me One Reason,6284,9,1995-10-31,spotify:track:4vDBJeeQCbhP9FaPPMsYkY
The Worlds Greatest Mum,4230,8,2016-07-29,spotify:track:4ZhG4ACzDyIkisx2XhowDj
Rewrite The Stars,1094,8,2017-12-08,spotify:track:7FlHNJT4TC120CDvFOHzei
Celebration - Single Version,6285,1,2009-01-01,spotify:track:6CSLNGruNhqpb5zhfs5n3i
Right Back Where We Started From,1044,7,2009-11-30,spotify:track:1qYJo3iMxuxeP0YOcCp7XF
History,7336,11,2010,spotify:track:0q65HQJewwBeEJTENBClKo
Hot In Herre,94,4,2015-10-30,spotify:track:2DBrqHk6a5InsKD0qjZQQn
What In The World’s Come Over You,6286,1,2010-04-04,spotify:track:28V3IT1gGsuak0SvKzpqaU
Whoomp! (There It Is),6287,1,2012-03-07,spotify:track:4utp1jggcXcMzdPBTbnCA3
Genie in a Bottle,6288,1,1999,spotify:track:2EVv4Vxu3HGPr32CQecgHx
Before the Worst,4537,2,2008-09-08,spotify:track:7eD2qAkE1EAs9poZhpVD6o
Good Times Bad Times - 1993 Remaster,6289,1,1969-01-12,spotify:track:0QwZfbw26QeUoIy82Z2jYp
Two Princes,3166,7,1991-08-27,spotify:track:4ePP9So5xRzspjLFVVbj90
Vienna,6290,5,1984-11-02,spotify:track:3cbLm923IeoVDOMEPOfosc
Summer,4643,8,2014-10-31,spotify:track:6YUTL4dYpB9xZO5qExPf05
Longfellow Serenade,6291,5,1974-10-26,spotify:track:5MhMAWghLuvQMNRf7kPmVg
Don't Say Nothin' Bad (About My Baby),6292,1,2014-03-12,spotify:track:4arj7fiWQ2lEkneKwhAPxl
Memphis T-Shirt,6293,1,2019-11-01,spotify:track:3A3dgR32O1T55lR6xMd9a5
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",5434,3,2015-04-07,spotify:track:2S5LNtRVRPbXk01yRQ14sZ
All Night,6294,1,2016-10-14,spotify:track:1yNyoWWWikbLhwIGWjZuDW
Where the Wild Roses Grow,6295,5,1996-02-05,spotify:track:1L8SrVwjhIRsUdM7TkQprW
Song Sung Blue - Single Version,6296,1,1972,spotify:track:3sZlKnnY9H5VnHkEWQVpJg
Make You Feel My Love,3972,9,2008-01-28,spotify:track:0mqTcM8kuu2IYPotMt7AzS
Shakin' All Over - Live,6297,12,1970-05-16,spotify:track:0QDuxU2lGn3HThu6U84oFP
HUMBLE.,6298,8,2017-04-14,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
Seven Wonders - 2017 Remaster,6299,2,1987-04-13,spotify:track:1VN2vWSkSmMKOhxr8lHzSx
The Only Way Is Up,6300,1,1988-11-14,spotify:track:5nlwajOutaUfiSayarrZTy
Bring Me To Life,4540,2,2003-01-01,spotify:track:646J2jOtUe4Jflrmh6JFjN
Congratulations,2274,11,1977,spotify:track:1ZfbMOw5VSh5Qqr8hgLCkJ
Cross Me (feat. Chance the Rapper & PnB Rock),4308,3,2019-07-12,spotify:track:1oH5Mg9dyAj15lWUmXvmFW
Unwritten,6881,4,2004-08-30,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Back At One,6302,4,1999-09-21,spotify:track:0CjrIEPmqIKnBHy99hun3v
Suck My Kiss,6188,5,1991-09-24,spotify:track:0psB5QzGb4653K0uaPgEyh
We Made You,6303,9,2009-05-15,spotify:track:4UMTp91LHhvW33ol9ZQH0Q
Soul Revival,4290,8,1989-01-01,spotify:track:6KsCSlrgkQzYTu74YFfToL
Me and Bobby McGee,6304,7,1971-01-11,spotify:track:1IqFh00G2kvvMm8pRMpehA
Love Don't Cost a Thing,4270,1,2001-01-01,spotify:track:4LK1zq7x8Xxd7Nc32anUoH
Dance Hall Days,6305,1,1984-01-16,spotify:track:2JvPJ8ydPuN2NhpH4oti6I
The Middle,4701,3,2001,spotify:track:5kD9T7GForh8LnRz5ClbL8
Down Down,6306,6,1975-02-01,spotify:track:5vVZaiK2mIL9WE1GWikOE6
100 Years,6307,4,2003,spotify:track:2lFlveK1y13WWp3vnQtrr3
Have You Ever Seen The Rain?,6308,4,1970-12-07,spotify:track:4JuJ9ewGWWGy0U3URuXOSI
Strangers In The Night,6309,1,1966-05,spotify:track:74VR3AkGPhbYXnxcOYa16x
Cool For Cats,6310,12,1979-01-01,spotify:track:7sPEGLqEhyHDLGrz4EeLm2
Sweetest Devotion,347,11,2015-11-20,spotify:track:5awP7jSLbdR8wOBJa5SUgE
O-o-h Child,6311,17,2001-11-06,spotify:track:74JdR9aXE6I74oS1BVRsvb
"Gone, Gone, Gone",1970,3,2013-01-01,spotify:track:5L79aNYCTKiZq7vaOElXYj
When Julie Comes Around,6312,7,2008-02-06,spotify:track:0tX5zALVT9peeABGxl2yHX
Dancing On The Ceiling,6313,1,1986,spotify:track:0snPJPxkk0MbTc0xeUvAPt
Hungry Eyes,483,4,1987-07-10,spotify:track:25BxqC9Yo7TQ175DLAyMJs
David's Song,2769,8,2016-11-04,spotify:track:7uAX9NrF4cDpcUA2FiWmKf
Casino Royale,6314,11,1967-05-01,spotify:track:4ZQmVvvP6s7K0acVdWoGMC
You're The One That I Want,6315,4,1978-09-14,spotify:track:1pViOt8zA2rl2NfHeDGnyD
Fever,2231,4,2001-10-01,spotify:track:3porUUHpkLWHFmtHVYQRGj
Just Hold On,6316,1,2016-12-11,spotify:track:41FuUh9R8gr2apoRHc17Jw
Colour My World,3752,20,1997-01-01,spotify:track:7jdzEajQulRkZejXLFNmaZ
Malibu,5860,2,2017-09-29,spotify:track:1UZOjK1BwmwWU14Erba9CZ
Dum Dum - Single Version,6317,5,2008-01-01,spotify:track:7Dhvsr2oU8Mv2szLCvNh6A
1-2-3 - Single Version,6318,14,2006-09-26,spotify:track:1pZWORSXTFlZnrfxChRBaz
Life in Technicolor ii,6319,1,2008-11-24,spotify:track:0ki20YfuY8tRxi4LIR69IO
Sweet Child O' Mine,3317,9,1987-07-21,spotify:track:7o2CTH4ctstm8TNelqjb51
I Send A Message,678,7,2011-01-01,spotify:track:3v19Vwp7kZNGF4kmLG006s
Try Me Out,1253,2,1994,spotify:track:2QbuqnxPaHCsYnlbAZDxvV
Happier,153,7,2017-03-03,spotify:track:2RttW7RAu5nOAfq6YFvApB
Ferry Cross the Mersey - Mono; 2002 Remaster,6320,1,2008-02-11,spotify:track:4aSw1QJIMwYSoDEgzgdCJL
We're Good,6321,1,2021-02-11,spotify:track:4xAJSIcCHcOCli5m325X2H
Department of Youth,6322,6,1975-03-11,spotify:track:3kzmI3qZbtBKcVfiUyT2xI
Taylor,6323,4,2003-01-01,spotify:track:0LMXIiouGsbzarXwmJWFFX
All Day and All of the Night,6324,2,2009-01-01,spotify:track:6TD08uig72h348vwgry0kq
That's The Way Love Goes,77,2,1993-05-18,spotify:track:29rQJydAlO0uMyWvRIZxQg
Boys Like You (feat. Gossling),6325,6,2012-02-03,spotify:track:5Sgow6NGwGQG5YksRMlooH
Fancy,6326,5,2014-01-01,spotify:track:0m7dJ7cibvW774OP5GbWHB
Breathe,6327,2,1997-06-30,spotify:track:5FCyoZGaN6nRod1oNDJIWZ
One Way Ticket,404,1,2011-07-15,spotify:track:68MSCSP7Y6PnzXcW1IlN7G
It's Gotta Be You,6328,1,2016-11-21,spotify:track:66yKv1kZIqfejvrLEGqTML
Give Me the Meltdown,2273,3,2009-06-22,spotify:track:4iLY8SCRIEkja4IkOriMYj
I Don't Like Mondays,6329,6,1979,spotify:track:7JFoeg0arawADjGcz9gBnq
In the Navy - Original Version 1979,6330,1,1979,spotify:track:4mjFMScEvHeM72791mXRCW
Maybe It’s My First Time,2686,7,2017-07-14,spotify:track:2952fALz8E96WGTaVdsTsQ
Send in the Clowns,2468,15,2001-08-21,spotify:track:7iL8UcftjwLe6eosb3pgUH
Who Am I (What's My Name)?,6331,8,1993,spotify:track:5XhkV07Vou38wnrzwURUOC
Heartbreaker (feat. John Legend),6332,5,2009-03-17,spotify:track:1gT8JERBG91Ki20NcMeUHf
Blue Velvet,5148,1,2006-01-31,spotify:track:23OtRgjYavgOHteRMffcPs
"Bump, Bump, Bump (feat. P. Diddy)",6333,1,2004,spotify:track:74jMwg2zsFMICzW3Wems6h
Me Too,5755,2,2016-05-13,spotify:track:1m4dXbkplvaOO4Wbdjbwxs
My Life Would Suck Without You,3858,1,2009-03-09,spotify:track:0XfuvxptNRVoEWp7SaneV8
Are You Gonna Be My Girl,4688,2,2003,spotify:track:0m8jfJIz5zUx1gG9q5wBAs
Tired of Toein' the Line,6334,1,2008-07-08,spotify:track:5Huuwj6mEuAtyrH5bg6mqM
(It Goes Like) Nanana - Edit,6335,1,2023-06-15,spotify:track:23RoR84KodL5HWvUTneQ1w
In a Different Light,6336,1,2020-12-17,spotify:track:1VaGjVlt7LUnyhkBmLzEAV
C U When U Get There (feat. 40 thevz),6337,16,1997-08-26,spotify:track:1TcSvuMbxlWtryXTaBI9LY
Among My Souvenirs,4118,17,1996-01-01,spotify:track:7uOJqs56WHDFrxQkEfVX3F
I Want It All - Remastered 2011,6338,4,1991-10-28,spotify:track:59CsbfwLNCAUGbBQV3Tki4
Wide Boy,2937,9,1984,spotify:track:2y6QWfOnSufZJJ8XfrSGFz
22,5774,4,2008-12-02,spotify:track:5RhkkWN65KEq28RpBit1Hf
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),6339,12,2007-06-05,spotify:track:2aIdVb8v9KTpEZnftkz2mD
Boys Like You,6279,6,2011-09-30,spotify:track:2Aab1S0t1HRbvF1BKaw2xj
First Time,302,3,2017-09-21,spotify:track:2KHGTpNTXeD9Z9GjaKTwAV
Dreadlock Holiday,6340,1,1978,spotify:track:1LOZMYF5s8qhW7Rv4w2gun
Can't Feel My Face,6341,7,2015-08-28,spotify:track:22VdIZQfgXJea34mQxlt81
Fred Astaire,3849,2,2012-11-23,spotify:track:0qst32xWAUil1sesV21uWl
Take My Breath Away,5339,3,2003,spotify:track:7AHZb0GnILBBitj0MxObO5
One Step At a Time,3325,2,2007-11-20,spotify:track:4hbRj5tucVkLUVoAdJUyRi
Something Big,3561,6,2015-04-13,spotify:track:59uAvq0IeWRGkCJAki11ve
Cambodia - Single Version,6342,12,1982,spotify:track:2Sh3g4QYQrIAsvgfTXmSaX
Candy Paint,3000,17,2018-04-27,spotify:track:32lItqlMi4LBhb4k0BaSaC
Lost In France,5672,1,2006-07-07,spotify:track:4nwt5NOCtAUHeob20jQqxP
Cotton Fields (The Cotton Song) - Remastered 2001,1832,7,1969-02-10,spotify:track:3rKqIfNo9bjT0LKnNHgySm
Everlovin' Man,2450,2,1995-01-01,spotify:track:5cdDdllseHYAaPW5oxCIST
It's My Life,6057,13,1987-10-19,spotify:track:2IXGIhLcTl5WsCcFYuq3Tt
More Than a Feeling,6343,1,1976,spotify:track:32kgOw8wejH7zUhtXCM8DH
Fallin’ (Adrenaline),6344,1,2020-09-29,spotify:track:5GhJIMWAw0uMLgkdbt6uMz
Lonely No More,3224,2,2005-04-05,spotify:track:4faFAhOflLzhfJECveRwva
California Love - Original Version (Explicit),6345,6,1998-11-24,spotify:track:0DfqzZnW2KhiyXjVQiFioT
Feel the Beat,6346,3,2001-01-01,spotify:track:5BZx0wikkFZF2BnaIo2qTy
Heaven Is A Place On Earth,1814,1,1987,spotify:track:37Q5anxoGWYdRsyeXkkNoI
All My Friends (feat. Tinashe & Chance the Rapper),6347,1,2015-10-21,spotify:track:6TaqooOXAEcijL6G1AWS2K
"Hey, Soul Sister",4268,2,2009,spotify:track:6mghCOaaSvrke0z1EUVUIf
Ladies & Gentlemen,1555,1,2008-01-01,spotify:track:2QIRHAKEYk2Y4EmxWwUoPG
Orange Crush,6348,7,1988-11-07,spotify:track:0YFHWBbEohQW4UOZq7ApR9
Alley Oop,6349,1,2011-03-01,spotify:track:5N6hnOaGXHcHZxIiMXcsJm
Ticket To Ride - Remastered 2009,3148,7,1965-08-06,spotify:track:7CZiDzGVjUssMSOXrDNYHL
Nobody's Love,6350,1,2020-07-24,spotify:track:3kwgqoBqTwoAH4nT29TYrq
Bow Wow (That's My Name) - Radio Edit,6351,13,2001-09-21,spotify:track:5o63zxnLs82OTECmCLzu1m
Oh Carol,6352,4,1975,spotify:track:3oQBfDHP8C6TLV75Bc1ULr
Personality,6353,6,1994-01-01,spotify:track:5vjigjfoXuJEttqLB3HTAg
The Sweet Escape,570,2,2006-01-01,spotify:track:0jIa8Bckzoy7bgURBZXxNB
Run Baby Run,4377,1,1999,spotify:track:1fAHeeDKtYWVU25oHWG5KN
Lemonade,6354,1,2020-08-14,spotify:track:02kDW379Yfd5PzW5A6vuGt
It's Your Life,6355,1,1977,spotify:track:5mqQ7eVYPALywSJkftTeHE
Big Yellow Taxi,6356,10,1970-03-01,spotify:track:6UkMcAA19lTdjs22jtB7o2
"Mama Do (Uh Oh, Uh Oh)",6357,1,2009-01-01,spotify:track:3qSWsl8lKzbKzHm5MFYKCY
Living For Love,6358,1,2015-03-06,spotify:track:4K26f4Vs89qRyyn4Q8KxNo
Need You Tonight,4770,4,1987-10-19,spotify:track:0uI4aw6ms90qFNawk9H9CO
Hocus Pocus - Original Single Version,6359,1,1971,spotify:track:1IuUe3A7EfJmvZH3EljtwR
Dance The Night Away,6360,1,1998-01-01,spotify:track:1N67xd3y9s23vitoiP3Zv5
Wherever You Will Go,6361,3,2001,spotify:track:2n6FX3Jcg4b4Leoz0GOqBF
Little Children,5100,10,1991-09-30,spotify:track:1i9KZctiFjJwuD2LFTThqN
Substitute,2235,13,1971-10-30,spotify:track:6Ht0wBgRgLQPjIQKks766b
"A Little Bit Me, a Little Bit You",3737,12,2008-07-01,spotify:track:0LQhKGlQZrR6PRWLUFZfII
Holdin On,6362,2,2012-12-21,spotify:track:1CRFWfZEfLCs7pYDlXFYMJ
Set Adrift On Memory Bliss,6363,10,1999-04-23,spotify:track:093UVG0vgKjxj4UDjLIulw
On A Plain,6101,8,1994-11-01,spotify:track:6QHIhlLTb02tvEPtZZtXXw
Reet Petite,6364,6,1958,spotify:track:3h4udS0WeWbsur3yfjvnm4
aNYway,6365,6,2013-01-01,spotify:track:1wcc2jURzIlgBq5GnYfGLk
All Of The Dreamers,6366,1,2009-01-01,spotify:track:25NXvdd1Vvk2OBjjYDZxu5
Don't It Make You Want To Go Home - Remastered 2002,6367,5,2002-01-01,spotify:track:12Lm52NdvlHFc3Z9XcQqs0
Wild Wild Life - 2005 Remaster,6368,5,1986-10-07,spotify:track:4u6rcmlhDDgS0YAo8ZMI4a
I Need to Know,6369,3,1999-09-28,spotify:track:7ffwRz8lZyDOE4Vj58Lo72
Freedom,6370,1,2015-07-02,spotify:track:6RB9YvNyP0RZfCUcMtZELH
Ego (Is Not a Dirty Word) - 1994 Remaster,6371,1,1975,spotify:track:34tIBWjEV2F27FRz34HhHy
Some Kind Of Wonderful,2876,4,2006-01-01,spotify:track:6LnjelBSl5xYpdfhfFTJbX
Ass Like That,295,14,2004-11-12,spotify:track:0HNAPf0cLMkVQfwPl74kF3
I Want Love,6372,1,2021-06-11,spotify:track:4DqXhYryASlQ2W6IAZF8Un
Mistake,6373,2,2006-01-01,spotify:track:3Gf0o0j3mkOburyXQCUEYb
We Are Family - 1995 Remaster,6374,5,1979-02-15,spotify:track:5IKLwqBQG6KU6MP2zP80Nu
The Hampsterdance Song,5991,1,2000-10-24,spotify:track:5pP3RGiUtFVZlWotyJb9Ei
Ain't No Other Man,1023,10,2008-11-07,spotify:track:1GHlAJCsyhnWBnv2nQ7y2i
Red Red Wine,6375,6,1983-01-01,spotify:track:1tOE1dIyIjsfLJWiQ4ZRJW
Painless,985,3,2008-01-19,spotify:track:6SFEOsCeC2SfaXolMER4dU
Minority,6376,18,2001-11-13,spotify:track:0ecA7bhTRuquuy7uSh0CXZ
Close To You,6377,2,1990-01-01,spotify:track:33I3oS8UkebR3KRvqxD9X0
Don't Phunk With My Heart,1076,2,2005-01-01,spotify:track:3BnvVIFwQXXMGjkW4rWRJj
Nightshift,6378,15,1997-01-01,spotify:track:2jGfOCUOXBxrV63jlFVZMV
Stay with Me Till Dawn,6379,10,1979-05-27,spotify:track:6kn9OzhdbC1hULUkyZreEL
Pop Singer,6380,6,1989,spotify:track:74DprDeArqMMsyBv8hU1Sj
I Eat Cannibals - Pt. 1,6381,1,1987-01-01,spotify:track:1TWnInxydK4dDawD50E5Qe
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,6382,1,2012-04-02,spotify:track:6AuVeIzZZxeIQTXhQARyT2
Wanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix,1588,13,2008-02-08,spotify:track:15A3uqmUTxJ1KJGfAdiywb
My Little Corner of the World,6383,16,1997-04-22,spotify:track:2bY66Hf5NbHJ8Ai8eNmJHG
The Band Played the Boogie,6384,15,1991,spotify:track:4PmcCpz4PVgjf83iKSoQzy
Walk Alone (feat. Tom Walker),6385,1,2018-10-26,spotify:track:0ySwEFQoOhVaGBky9iCdFJ
Memories (feat. Kid Cudi),6386,1,2010-02-12,spotify:track:7KPr0YxECy4Q1k2F17Sa0Q
I Know What You Want (feat. Flipmode Squad),6444,12,2002-11-26,spotify:track:0YImOCkIJ2PWhCXaURCZnY
The Show Goes On,6388,6,2011-03-04,spotify:track:4NTWZqvfQTlOMitlVn6tew
With You,6389,4,2007-11-01,spotify:track:1j3H54xdahpAkNI0q6S89q
Come to This,6390,1,2014-09-01,spotify:track:2UieC7GlIwUsz26jY8in0Q
Love Takes Time,1230,2,2015-05-15,spotify:track:7IldPp4fUmE473PYN0jCPg
Runnin' Down A Dream,495,11,2000-01-01,spotify:track:75wP08AtMfGfjk0nPdvVw3
Pure Massacre,1207,4,1995-03-27,spotify:track:7qCIP5KHYy9HuXbEEWzmC7
Please Don't Go,6391,1,2015-03-13,spotify:track:41DTJjf2ZT7dTuZOKBNKbb
Shed a Light,6392,3,2017-09-29,spotify:track:1eyrmeiDpdTkOmA839nPVQ
Talk That Talk - Album Version (Edited),4873,4,2011-11-18,spotify:track:7fHXacE8GZEvBTCWxwQUyL
No Milk Today - Mono Version,2707,11,2004-03-01,spotify:track:02Y0CtzmhTLjTOg0cWvAhq
Follow Me,6393,4,2000-06-13,spotify:track:4KoecuyOpZaNFZ0UqVsllc
I Want To Be Straight,6394,17,2010-01-01,spotify:track:2w4Hv2AATgAjQVhZJic1pf
Sail The Wildest Stretch,6426,5,2009-11-13,spotify:track:5ov2ntVXtqJ70jLFzOnpRv
Snakeskin,4331,1,2008,spotify:track:6hRoSJ3zFVLS20eMlm5UxI
Praying,6396,1,2017-07-06,spotify:track:79NlESqzFSW0hdBWgls4FX
Follow You Down,6397,3,1996-01-01,spotify:track:6rqkwoZu5oX5hugeyiJCM8
Soldier (feat. T.I. & Lil' Wayne),3899,2,2004-11-16,spotify:track:4FTOpNYcGxnQdGNWSxIcio
I Gotcha,1846,1,1991,spotify:track:1gsj1iqjsLqV8UvVeO99wm
Just What I Needed,395,3,1978-06-06,spotify:track:4alHo6RGd0D3OUbTPExTHN
Fingers Crossed,6398,1,2022-01-05,spotify:track:5S9Zs5g9lTWnLIboN1pdlU
Ms. Jackson,6399,5,2000-10-31,spotify:track:0I3q5fE6wg7LIfHGngUTnV
Again,6400,1,2000-01-01,spotify:track:5c1QJAiC3773EwiZLwHf5x
New Moon Rising,6401,2,2009-01-01,spotify:track:2TKjbUc3zvWKFDDcMkDabH
Sucker for You,6402,1,2017-11-24,spotify:track:4vkVvmjIiQibQ6zJnC1Q9z
Talk It Over,6403,3,1988-01-01,spotify:track:0OKXjd9ZpZioaHyowpQ7as
Nothing Like Us,6404,11,2013-01-01,spotify:track:30Co9eN7JHPf1i2wEyVSMJ
Curiosity Killed The Cat - 2002 Digital Remaster,1553,2,2002-01-01,spotify:track:3YrdBFshJAKumZ4SKNXbPf
Drive By,6405,1,2012-01-10,spotify:track:1wAXODAAL6hY64ZdhrnjBO
Talkin' Bout a Revolution,3933,1,1988-04-05,spotify:track:0YMFcrMtBowDdD5bPz0cgy
Another Funny Honeymoon,3141,3,1977-01-01,spotify:track:6ydHl8wMrnnVJ3RLooIzT1
Don't Leave Me Alone (feat. Anne-Marie),6406,1,2018-07-26,spotify:track:2lYTJK94hb0fd1LQtb6Dhk
That's Rock 'N' Roll,5668,6,1977-06-07,spotify:track:0VZ8HejqjGgKtotIvBfvd9
I Wish I Was a Punk Rocker (with Flowers in My Hair),6407,2,2006-06-05,spotify:track:4mnTMsp8Cgf9TNiQMhH11L
Satisfied (feat. MAX),6408,1,2018-07-13,spotify:track:57QXXEBy5apjgxsyXSb8YE
Love to Love You,1825,10,1995-09-26,spotify:track:5oG7vsEx77WaW53BtxnWfB
Shed a Light,6409,1,2016-11-25,spotify:track:1cG0umU5TKStygKsPFZ9pY
Take It Easy - 2013 Remaster,6410,1,1972-06-01,spotify:track:4yugZvBYaoREkJKtbG08Qr
Hip Hop Hooray,6411,2,1993-02-23,spotify:track:1w29UTa5uUvIri2tWtZ12Y
Be Alright,5841,6,2019-03-22,spotify:track:5qrSlOut2rNAWv3ubArkNy
good 4 u,6412,1,2021-05-14,spotify:track:45rVezUW4TqYwQkD7kz6eF
Lonely,983,3,2009-05-01,spotify:track:01Uk1Ud1zdU39elGzinVNi
I Love The Nightlife (Disco 'Round),5747,15,2001-01-01,spotify:track:4zH6dB5VUvQxuPzy19zJqp
Money,6413,1,2021-07-16,spotify:track:1ACwzRhtfLRd260g7gScn1
Dancing In The Storm,6414,4,2009-05-01,spotify:track:4cC99MfXQzjd47sB4E6t6E
500 Miles Away from Home,6415,3,2004-06-18,spotify:track:71gllRzHoMKgU7b2y0OfM7
Right By Your Side - Remastered Version,409,3,1983-11-14,spotify:track:486W7TsJOJl2C6NktjOd9O
I Walk the Line,6416,2,1970-11-11,spotify:track:7hxZF4jETnE5Q75rKQnMjE
Magic (feat. Rivers Cuomo),2103,8,2010-04-27,spotify:track:5uHYcK0nbEYgRaFTY5BqnP
South of the Border (feat. Camila Cabello & Cardi B),4308,2,2019-07-12,spotify:track:4vUmTMuQqjdnvlZmAH61Qk
Payphone,6012,1,2012-01-01,spotify:track:0iyEaciAmtiv8xMkBg97Fy
Gotta Pull Myself Together,6417,1,1980-12-10,spotify:track:5gaEdX9W7HwrF1mrkKBT61
Revelry,2449,6,2008-09-23,spotify:track:0bTlXQJzw4ddaLQPJ4rGS2
Precious to Me,6418,1,2012-03-08,spotify:track:0uDbaQ0mUscJhYV2dn7bNm
Growin' Up and Gettin' Old,6419,1,2023-01-27,spotify:track:6DdPacpAdYkxV8MCzsjaXu
Perfect,6420,1,2023-10-20,spotify:track:5Vfl6AYr1PyG4BcEMIr8oT
The Rose,6421,12,1979,spotify:track:562JrM9b7jiu8LgzV62x3o
For You I Will (Confidence),6422,2,2006-03-21,spotify:track:2ijMU9lYFCvGBzgwJ8Sd8q
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,6423,10,1997-03-04,spotify:track:4INDiWSKvqSKDEu7mh8HFz
Runaway,6424,1,1995-01-01,spotify:track:1IQu8MIytsL3io4PvubwtW
(Down At) Papa Joe's,6425,1,2014-03-12,spotify:track:2DRymt1JC1O6qu43m2yFAM
Burn Your Name,6426,3,2009-01-01,spotify:track:6xPjMFdFPl5HYDyXWV8iFa
Mama Said,6427,11,1996-06-04,spotify:track:0hAKD3hdy0RUPiPJFz270S
Fuel,4061,1,1997-01-01,spotify:track:0lfrNnlVksTGfX6PHnuL0T
I Found Someone,6428,1,1987-01-01,spotify:track:7cm9QkrwSWH0scegcO8XZ2
Flashdance...What a Feeling - Radio Edit,6429,1,1983-11-02,spotify:track:3cbV252akVZInSvJk7jAYX
Whole Again,5890,8,2003-04-22,spotify:track:4WGTwyHPMvB3HWiEO9R0wb
I Woke Up In Love This Morning,1902,2,1974,spotify:track:4NfNr2aOxfZkkDHue5gjKf
Rock with You - Single Version,3058,2,1979-08-10,spotify:track:7oOOI85fVQvVnK5ynNMdW7
Hearts on Fire,32,9,2003-10-20,spotify:track:1WlEhCaWIAneVEd0R11Y8j
Middle,6133,2,2016-08-05,spotify:track:4OZEu0Vwq0RB2LAq14v99n
God Put a Smile upon Your Face,4224,3,2002-08-27,spotify:track:4hf0hL4kWyjWztZzVsM39V
Bad Liar,6430,1,2017-05-18,spotify:track:1sCxVKWImDZSZKvG0U9B23
Trap Queen,6431,1,2015-09-25,spotify:track:2d8JP84HNLKhmd6IYOoupQ
Jump in My Car,6432,8,2013-04-19,spotify:track:1XIXkp7bJDMQeINqrKgMjq
On And On And On,2540,3,1980,spotify:track:01VnMhCmzbDIlvaX7tC2jb
Fight For Your Right,6863,7,1986-11-15,spotify:track:5NLuC70kZQv8q34QyQa1DP
Child,6279,5,2011-09-30,spotify:track:6LzKX8hhExcmD7UIXKZatu
Ready to Go (Get Me Out of My Mind),5559,6,2011-03-18,spotify:track:7m4HUtdXRUHEitLIqbVWxf
Move Away,6434,1,1986-04-01,spotify:track:1bmj3ov2PP4xPUm0LCUts2
Reunited,6435,8,2014-01-01,spotify:track:3FUnoNtMGU9XjEKFmgXIR4
Dream A Little Dream Of Me,7415,4,1968-01-01,spotify:track:3HuJDcOWx0gE9Yng2uWY7K
Kill Em With Kindness,2981,2,2015-10-09,spotify:track:7KxhSJOYiqCDclXDBNlFSZ
We R Who We R,6437,1,2010-10-22,spotify:track:5jaz6aiRknA63NIYWdbr2O
My Heart Is Open,6438,11,2014-09-02,spotify:track:6l5AAEJhBR9Zku6qgI9Fo2
Let Me In,6439,1,2014-02-05,spotify:track:1O1Wgi2rPdWUiWkRVqj5Tb
Smoky Places,6440,1,2013-05-07,spotify:track:0o6wn6O3UHDywIGC2oVh14
The Sound of Silence,6441,11,2015-08-14,spotify:track:1Cj2vqUwlJVG27gJrun92y
More Than You Know,6442,1,2017-05-24,spotify:track:4q8PHoRsPUB52LFylX8Ulz
That's Not My Name,7317,2,2007,spotify:track:1i1OuCNhNf7JwrlWlFZFu1
16 Candles,6443,1,1993,spotify:track:3Timk4Wy8wnJDCfq6O7YDW
Against All Odds (Take A Look At Me Now),324,7,1998-09-25,spotify:track:2hMF7H2dO3oMz1WwIQnQw1
Better Man,269,11,1994-11-22,spotify:track:2B98ljvzqpCVgt5reTHq28
I Know What You Want (feat. Flipmode Squad),6444,12,2002-11-26,spotify:track:440JHgcmlgu65MbKBg20ba
Shy Away,6445,1,2021-04-07,spotify:track:2z0IupRlVRlDN5r2IVqHyN
I Want to Know What Love Is - 1999 Remaster,6446,3,1984-12-12,spotify:track:1JLn8RhQzHz3qDqsChcmBl
I'll Show You,3591,2,2015-11-13,spotify:track:0SNIAtRCPVVLoGEPcuHSIc
